Box size
0.03125,0.03125
Tile,Morse_node,Box
3758,-1,0.96875,0.0625,1.0,0.09375
3892,-1,0.625,0.6875,0.65625,0.71875
1555,3,-0.46875,0.15625,-0.4375,0.1875
1110,-1,-0.96875,0.4375,-0.9375,0.46875
848,-1,-0.5,-0.125,-0.46875,-0.09375
1893,-1,-0.375,0.84375,-0.34375,0.875
1497,-1,-0.6875,0.90625,-0.65625,0.9375
806,1,-0.34375,-0.4375,-0.3125,-0.40625
1676,0,-0.1875,0.0625,-0.15625,0.09375
1235,-1,-0.71875,0.40625,-0.6875,0.4375
3971,-1,0.78125,0.53125,0.8125,0.5625
1634,3,-0.34375,0.25,-0.3125,0.28125
756,0,-0.125,-0.5625,-0.09375,-0.53125
1768,3,-0.0625,0.25,-0.03125,0.28125
1323,-1,-0.78125,0.53125,-0.75,0.5625
1061,-1,-0.875,0.09375,-0.84375,0.125
885,1,-0.375,-0.03125,-0.34375,0.0
2106,-1,0.21875,-0.875,0.25,-0.84375
3617,0,0.625,0.03125,0.65625,0.0625
1448,-1,-0.5625,0.5,-0.53125,0.53125
1847,3,-0.34375,0.71875,-0.3125,0.75
1585,3,-0.375,0.15625,-0.34375,0.1875
1527,-1,-0.59375,0.96875,-0.5625,1.0
1265,-1,-0.625,0.40625,-0.59375,0.4375
1740,-1,-0.1875,0.3125,-0.15625,0.34375
2356,1,0.125,-0.3125,0.15625,-0.28125
1478,-1,-0.71875,0.8125,-0.6875,0.84375
1874,-1,-0.46875,0.875,-0.4375,0.90625
2440,0,0.3125,-0.5,0.34375,-0.46875
1295,-1,-0.90625,0.59375,-0.875,0.625
2736,-1,0.875,-0.875,0.90625,-0.84375
2078,-1,0.09375,-0.8125,0.125,-0.78125
1566,3,-0.40625,0.1875,-0.375,0.21875
1904,-1,-0.375,0.875,-0.34375,0.90625
1508,-1,-0.625,0.8125,-0.59375,0.84375
2165,2,0.125,-0.53125,0.15625,-0.5
2949,-1,0.75,-0.40625,0.78125,-0.375
2687,-1,0.71875,-0.53125,0.75,-0.5
2470,0,0.40625,-0.4375,0.4375,-0.40625
1770,3,-0.03125,0.25,0.0,0.28125
2766,-1,0.84375,-0.6875,0.875,-0.65625
2287,0,0.46875,-0.65625,0.5,-0.625
2328,1,0.0625,-0.375,0.09375,-0.34375
118,-1,-0.84375,-0.5625,-0.8125,-0.53125
2674,0,0.65625,-0.625,0.6875,-0.59375
1983,3,-0.03125,0.71875,0.0,0.75
2412,0,0.1875,-0.1875,0.21875,-0.15625
2717,-1,0.8125,-0.78125,0.84375,-0.75
2059,-1,0.09375,-0.96875,0.125,-0.9375
2238,0,0.46875,-0.8125,0.5,-0.78125
2887,0,0.53125,-0.15625,0.5625,-0.125
2625,0,0.5,-0.71875,0.53125,-0.6875
